ID,Bro Type,Headwear,Clothes,Eyes,Eyewear,Mouth Items,Background,DI Score,Round,,High End ,,Low tier ,High Tier,Low multiple,High multiple,Display Tier,Display Multiple,,P (Min Score),Q (Ttier),R (Multiple)
5,Alien Bro,Head Band,None,,None,Gum,Teal Blue,181.5888708,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6593,Zombie Bro,Mickey Ears,White Striped Shirt,Sus Eyes,Gojo Satoru,None,Middle Green,181.0209687,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6568,Zombie Bro,Mickey Ears,Light Brown Fash Hoodie,Sleepy Eyes,None,None,Rose Taupe,179.5716859,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
13,Alien Bro,Blue Cap,Blue Puffer Jacket,,Nerd,Orc Teeth,Teal Blue,179.3454789,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6402,Robo Bro,Spartan Helmet,Jedi Robe,T800,Dbz Glass,None,Rose Taupe,178.0630573,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
2855,Different Bro,Mickey Ears,Gray Shirt,Wtf Eyes,3D Glass,None,Middle Green,177.9033244,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6646,Zombie Bro,Spartan Helmet,None,Small Eyes,None,None,Middle Green,177.8931317,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6,Alien Bro,Flat Cap,Thug Jacket,,None,None,Teal Blue,177.0356136,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
4464,Bro,Ironman Helmet,Gray Shirt,Wtf Eyes,Flattened,None,Purple Navy,175.9600321,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6421,Robo Bro,Ironman Helmet,None,Wtf Eyes,None,None,Dark Lavender,175.845136,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
11,Alien Bro,Bucket Hat,Tank Top,,None,None,Teal Blue,175.5589771,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
12,Alien Bro,Head Band,None,,Nerd,None,Teal Blue,175.3258753,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6327,Robo Bro,Ironman Helmet,Coat,Happy Eyes,Thug Life Glass,None,Russian Green,175.0760449,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
15,Alien Bro,None,None,,None,None,Teal Blue,175.0390675,180,108,252,,2,1,10,30,1-2,10x - 30x,,,,
6340,Robo Bro,Spartan Helmet,Jedi Robe,T800,None,None,Russian Green,174.1076847,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
6645,Zombie Bro,Evil Crown,Swat Armour,Sleepy Eyes,None,Gum,Rose Taupe,173.511416,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
6253,Robo Bro,Spartan Helmet,Yellow Raincoat,Normal Eyes,None,None,Dark Lavender,172.9185671,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
1001,Different Bro,Mickey Ears,Warm Coat,Small Eyes,Thug Life Glass,None,Purple Navy,171.1940966,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
6137,Robo Bro,Spartan Helmet,Red Shirt,No Sleep,None,None,Middle Green,171.182237,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
627,Different Bro,Mickey Ears,Red Shirt,Normal Eyes,Nerd,None,Camouflage Green,171.065693,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
355,Bro,Mickey Ears,Purple Bomber,Sus Eyes,None,None,Rose Taupe,170.9320957,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
31,Ape Bro,Axe On Head,None,,None,Cigarette,Russian Green,170.6832062,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
3170,Bro,Spartan Helmet,None,Sleepy Eyes,None,None,Middle Green,168.8309833,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
6079,Robo Bro,Devil Horns,Swat Armour,Wtf Eyes,None,None,Middle Green,168.6736789,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
5563,Mummy Bro,Ironman Helmet,Light Brown Fash Hoodie,No Sleep,Dbz Glass,None,Purple Navy,167.8343513,170,102,238,,2,1,10,30,1-2,10x - 30x,,,,
5942,Robo Bro,Evil Crown,Swat Armour,T800,None,None,Russian Green,163.5484793,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5309,Mummy Bro,Ironman Helmet,Coat,No Sleep,None,None,Dark Lavender,163.1693969,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
6153,Robo Bro,Shark Hat,None,No Sleep,None,Vampire,Camouflage Green,162.3986371,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5855,Mummy Bro,Ironman Helmet,Normal Soldier Outfit,Happy Eyes,None,None,Purple Navy,162.371457,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
50,Ape Bro,Angel Ring,None,,None,Smile,Russian Green,160.6716499,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5316,Mummy Bro,Spartan Helmet,Coat,Small Eyes,None,None,Camouflage Green,156.6524704,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5893,Robo Bro,Golden Bucket,Golden Jacket,Sus Eyes,Golden Monocle,None,Middle Green,148.9745142,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
5798,Mummy Bro,Evil Crown,Swat Armour,No Sleep,None,None,Teal Blue,147.9771975,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
3330,Bro,Evil Crown,Black Shirt,Small Eyes,None,Vampire,Camouflage Green,144.3026814,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
260,Bro,Shark Hat,Tank Top,Normal Eyes,None,Cigarette,Dark Lavender,142.0798299,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6062,Robo Bro,Viking Helmet,Warm Coat,One Eye,None,None,Middle Green,138.0809619,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6368,Robo Bro,Axe On Head,Swat Armour,Normal Eyes,Dbz Glass,Low Beard,Camouflage Green,136.0096866,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
2922,Different Bro,Shark Hat,Warm Coat,Normal Eyes,None,Gum,Rose Taupe,135.4503927,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6182,Robo Bro,Axe On Head,Yellow Raincoat,Demon Eye,None,None,Camouflage Green,135.2479352,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6426,Robo Bro,Shark Hat,None,No Sleep,White Glass,None,Teal Blue,135.0094693,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
33,Ape Bro,Angel Ring,None,,None,None,Rose Taupe,133.6998867,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6342,Robo Bro,Shark Hat,Yellow Running Jacket,Sleepy Eyes,None,None,Middle Green,132.9688679,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
3211,Bro,Evil Crown,Red Shirt,Normal Eyes,None,Old Wise Man Mustache,Camouflage Green,132.9515062,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
820,Bro,Shark Hat,Jedi Robe,Wtf Eyes,None,None,Camouflage Green,131.6899195,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6239,Robo Bro,Shark Hat,Jedi Robe,No Sleep,None,None,Teal Blue,131.40996,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
868,Different Bro,Shark Hat,Red Shirt,Happy Eyes,None,None,Purple Navy,130.4647189,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6205,Robo Bro,Shark Hat,Purple Bomber,Happy Eyes,Nerd,None,Rose Taupe,129.5878846,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
171,Bro,Shark Hat,White Striped Shirt,Sleepy Eyes,None,None,Camouflage Green,129.3087768,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6338,Robo Bro,Golden Bucket,Black Shirt,Wtf Eyes,Thug Life Glass,Gum,Dark Lavender,125.368948,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
220,Different Bro,Viking Helmet,None,T800,White Glass,Orc Teeth,Rose Taupe,124.0163579,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6289,Robo Bro,Devil Horns,Fur Coat,No Sleep,None,None,Rose Taupe,123.1855587,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5918,Robo Bro,Evil Crown,Black Shirt,Wtf Eyes,None,Beard,Rose Taupe,122.7612734,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
905,Different Bro,Devil Horns,Thug Jacket,Small Eyes,None,None,Purple Navy,122.2014578,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6225,Robo Bro,Devil Horns,Coat,No Sleep,None,None,Middle Green,122.1622853,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5493,Mummy Bro,Shark Hat,Gray Shirt,T800,None,None,Russian Green,122.078757,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
732,Bro,Devil Horns,Winter Soldier,Wtf Eyes,None,None,Middle Green,122.0162094,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5840,Mummy Bro,Viking Helmet,Blue Puffer Jacket,Normal Eyes,None,Cigarette,Camouflage Green,121.4801357,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6321,Robo Bro,Golden Bucket,Thug Jacket,No Sleep,Gojo Satoru,None,Camouflage Green,121.3793552,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5914,Robo Bro,Golden Bucket,Yellow Raincoat,Sus Eyes,None,None,Camouflage Green,121.1667055,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2383,Bro,Devil Horns,None,Normal Eyes,None,None,Purple Navy,121.1487409,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
775,Bro,Devil Horns,None,Normal Eyes,None,None,Rose Taupe,121.1487409,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
3820,Different Bro,Devil Horns,None,Normal Eyes,None,None,Middle Green,121.1102873,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6165,Robo Bro,Devil Horns,Woolen Shirt,Sleepy Eyes,None,None,Middle Green,121.0080049,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
300,Bro,Devil Horns,Black Shirt,Happy Eyes,None,None,Purple Navy,120.8507158,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6376,Robo Bro,Devil Horns,None,Sleepy Eyes,None,None,Russian Green,120.7778012,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
47,Ape Bro,Headphone,Gray Shirt,,Laser Glass,Beard,Teal Blue,119.256266,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6433,Robo Bro,Golden Bucket,Normal Jacket,No Sleep,Thug Life Glass,None,Rose Taupe,118.9480069,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
735,Different Bro,Golden Bucket,Black Shirt,Normal Eyes,Thug Life Glass,Low Beard,Dark Lavender,118.4966463,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2127,Bro,Golden Bucket,Thug Jacket,Small Eyes,None,None,Dark Lavender,118.4589621,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5331,Mummy Bro,Shark Hat,Coat,No Sleep,None,None,Teal Blue,118.4323879,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5611,Mummy Bro,Shark Hat,Normal Jacket,Wtf Eyes,None,None,Middle Green,118.3568374,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
86,Different Bro,Golden Bucket,Red Shirt,Normal Eyes,Nerd,None,Camouflage Green,117.878238,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5586,Mummy Bro,Shark Hat,Gray Shirt,Happy Eyes,None,None,Middle Green,117.5317917,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6296,Robo Bro,Golden Bucket,None,Normal Eyes,None,None,Teal Blue,117.3279423,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
4227,Different Bro,Evil Crown,Normal Soldier Outfit,Sleepy Eyes,None,Orc Teeth,Rose Taupe,117.2993333,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5455,Mummy Bro,Shark Hat,White Striped Shirt,Small Eyes,None,None,Camouflage Green,117.2574991,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2643,Bro,Golden Bucket,Winter Soldier,Normal Eyes,None,None,Purple Navy,116.814521,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
3432,Bro,Viking Helmet,None,T800,Thug Life Glass,None,Purple Navy,116.4864786,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6288,Robo Bro,Viking Helmet,Jedi Robe,T800,None,None,Russian Green,116.106241,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
489,Bro,Golden Bucket,None,Normal Eyes,None,,Dark Lavender,115.7175635,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
771,Bro,Axe On Head,Purple Bomber,No Sleep,Golden Glasses,Old Wise Man Mustache,Middle Green,115.6449661,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
20,Ape Bro,Kermit Hat,Pepe Shirt,,None,Pipe,Russian Green,115.6149627,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
23,Ape Bro,None,None,,None,Smile,Teal Blue,115.3497933,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5799,Mummy Bro,Viking Helmet,None,Happy Eyes,None,Gas Mask,Camouflage Green,114.9446499,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
2373,Different Bro,Evil Crown,Gray Shirt,Wtf Eyes,None,None,Middle Green,114.6392946,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6550,Zombie Bro,Angel Ring,None,No Sleep,Golden Monocle,Cigarette,Middle Green,114.1919491,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
747,Bro,Evil Crown,Grey Zipper Hoodie,Normal Eyes,None,None,Middle Green,113.5145145,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4659,Bro,Axe On Head,Warm Coat,Wtf Eyes,Flattened,Smile,Rose Taupe,113.5109621,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4662,Bro,Evil Crown,Ken's Jacket,Happy Eyes,None,None,Camouflage Green,113.4179975,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
3283,Bro,Evil Crown,Normal Soldier Outfit,Normal Eyes,None,None,Purple Navy,113.3596654,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
2129,Bro,Evil Crown,Grey Zipper Hoodie,Wtf Eyes,None,,Purple Navy,113.2850255,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
199,Different Bro,Viking Helmet,Grey Zipper Hoodie,Wtf Eyes,None,None,Purple Navy,113.0566667,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6284,Robo Bro,Evil Crown,Coat,Normal Eyes,None,None,Purple Navy,112.8336788,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4722,Bro,Evil Crown,Tank Top,Normal Eyes,None,None,Camouflage Green,112.6654056,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6428,Robo Bro,Evil Crown,Normal Jacket,Sus Eyes,None,None,Purple Navy,112.5604388,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6382,Robo Bro,Viking Helmet,None,Wtf Eyes,None,None,Teal Blue,112.5415199,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5899,Robo Bro,Viking Helmet,Fur Coat,Normal Eyes,None,None,Middle Green,112.0168189,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
101,Different Bro,Viking Helmet,None,Happy Eyes,None,Oni Mask,Rose Taupe,111.5104508,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
844,Different Bro,Viking Helmet,Woolen Shirt,Normal Eyes,None,None,Rose Taupe,111.3523802,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
37,Ape Bro,Backwards Cap,None,,Golden Glasses,None,Russian Green,110.9368026,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
25,Ape Bro,None,None,,Golden Glasses,Cigarette,Russian Green,110.6539684,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5662,Mummy Bro,Golden Bucket,Warm Coat,T800,None,None,Camouflage Green,109.292163,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5575,Mummy Bro,Golden Bucket,Normal Jacket,T800,None,None,Dark Lavender,109.0201698,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6017,Robo Bro,Safety Helmet,Suit,One Eye,None,Vampire,Russian Green,108.0810994,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6391,Robo Bro,Angel Ring,None,Demon Eye,None,None,Camouflage Green,107.1562235,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
19,Ape Bro,New Idea,None,,Laser Glass,None,Teal Blue,106.9903396,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
29,Ape Bro,Purple Bandana,None,,None,Pipe,Rose Taupe,106.9180295,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
40,Ape Bro,None,None,,Nerd,Pipe,Russian Green,105.8348238,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
34,Ape Bro,None,Tank Top,,None,Pipe,Teal Blue,105.8299497,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5336,Mummy Bro,Golden Bucket,Gray Shirt,Happy Eyes,None,None,Purple Navy,105.1723461,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5468,Mummy Bro,Golden Bucket,Tank Top,Happy Eyes,None,None,Rose Taupe,104.5807427,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
35,Ape Bro,New Idea,None,,None,Gum,Teal Blue,104.3455724,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
42,Ape Bro,Fez,None,,None,None,Teal Blue,103.6617143,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
6633,Zombie Bro,Axe On Head,None,Small Eyes,Thug Life Glass,Beard,Middle Green,103.658148,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
21,Ape Bro,None,None,,Vision Pro,None,Teal Blue,103.4666836,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
32,Ape Bro,Brown Hat,None,,None,Throwup,Russian Green,103.3744508,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
41,Ape Bro,Head Band,None,,None,Throwup,Rose Taupe,103.043577,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
24,Ape Bro,None,Warm Coat,,None,Throwup,Russian Green,102.2553829,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
26,Ape Bro,Headphone,White Striped Shirt,,None,None,Rose Taupe,101.7611742,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
53,Ape Bro,Old Bucket Hat,Black Shirt,,None,Cigarette,Russian Green,101.7033724,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5497,Mummy Bro,Evil Crown,Ken's Jacket,Normal Eyes,None,None,Rose Taupe,101.1732028,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
17,Ape Bro,None,None,,None,Cigarette,Russian Green,101.0659806,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5530,Mummy Bro,Evil Crown,Coat,Happy Eyes,None,None,Dark Lavender,100.4218369,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
2905,Bro,Axe On Head,Normal Jacket,Normal Eyes,Vision Pro,None,Camouflage Green,100.116319,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
6356,Robo Bro,Angel Ring,Yellow Raincoat,T800,Golden Monocle,None,Middle Green,99.75819699,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5430,Mummy Bro,Viking Helmet,Coat,Normal Eyes,None,None,Middle Green,98.68515183,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5782,Mummy Bro,Viking Helmet,Winter Soldier,Normal Eyes,None,None,Middle Green,98.25911646,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
48,Ape Bro,Blue Cap,Warm Coat,,Golden Glasses,None,Russian Green,98.14300009,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
16,Ape Bro,Flat Top Hairstyle,None,,Laser Glass,None,Teal Blue,97.61286906,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
6573,Zombie Bro,Axe On Head,None,No Sleep,Eye Mask,None,Middle Green,95.36359834,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
52,Ape Bro,Old School Helmet,White Striped Shirt,,None,Gum,Rose Taupe,95.20849465,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5606,Mummy Bro,Angel Ring,Gray Shirt,Demon Eye,None,None,Camouflage Green,95.10407559,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5994,Robo Bro,Axe On Head,None,Happy Eyes,None,Ninja Mask,Rose Taupe,94.78097435,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
36,Ape Bro,Flat Cap,Normal Jacket,,None,Gum,Rose Taupe,94.73889654,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
38,Ape Bro,None,Roman Kind Robe,,Thug Life Glass,None,Russian Green,94.45284431,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6654,Zombie Bro,Axe On Head,Tank Top,Normal Eyes,None,Low Beard,Purple Navy,94.37994054,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6555,Zombie Bro,Axe On Head,White Striped Shirt,Happy Eyes,None,None,Rose Taupe,94.04492646,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
28,Ape Bro,Bandana,Pepe Shirt,,None,None,Rose Taupe,90.65542085,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
500,Different Bro,None,Swat Armour,Normal Eyes,Thug Life Glass,Smile,Dark Lavender,89.81302509,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
22,Ape Bro,None,Dutch White Robe,,None,None,Russian Green,89.65802222,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
18,Ape Bro,Head Band,Grey Zipper Hoodie,,None,None,Russian Green,89.50907274,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
49,Ape Bro,None,Thug Jacket,,None,None,Rose Taupe,89.50332587,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
1007,Bro,Axe On Head,White Striped Shirt,Small Eyes,White Glass,None,Middle Green,89.49051888,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
44,Ape Bro,Red Beanie,None,,None,None,Russian Green,89.41281598,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
1725,Different Bro,Flat Top Hairstyle,Warm Coat,Demon Eye,None,Smile,Camouflage Green,89.29418286,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
46,Ape Bro,None,Red Shirt,,None,None,Rose Taupe,89.25741373,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
54,Ape Bro,Head Band,Gray Shirt,,None,None,Teal Blue,89.25156731,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
