ID,Bro Type,Headwear,Clothes,Eyes,Eyewear,Mouth Items,Background,DI Score,Round,,High End ,,Low tier ,High Tier,Low multiple,High multiple,Display Tier,Display Multiple,,P (Min Score),Q (Ttier),R (Multiple)
5855,Mummy Bro,Ironman Helmet,Normal Soldier Outfit,Happy Eyes,None,None,Purple Navy,161.2161509,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5316,Mummy Bro,Spartan Helmet,Coat,Small Eyes,None,None,Camouflage Green,158.9984786,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5798,Mummy Bro,Evil Crown,Swat Armour,No Sleep,None,None,Teal Blue,151.0277246,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
5893,Robo Bro,Golden Bucket,Golden Jacket,Sus Eyes,Golden Monocle,None,Middle Green,150.0257888,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
50,Ape Bro,Angel Ring,None,,None,Smile,Russian Green,148.3857034,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
3330,Bro,Evil Crown,Black Shirt,Small Eyes,None,Vampire,Camouflage Green,145.1583275,150,84,196,,3,2,5,10,2-3,5x - 10x,,,,
260,Bro,Shark Hat,Tank Top,Normal Eyes,None,Cigarette,Dark Lavender,142.4615249,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6342,Robo Bro,Shark Hat,Yellow Running Jacket,Sleepy Eyes,None,None,Middle Green,138.2010751,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6062,Robo Bro,Viking Helmet,Warm Coat,One Eye,None,None,Middle Green,137.7178538,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6368,Robo Bro,Axe On Head,Swat Armour,Normal Eyes,Dbz Glass,Low Beard,Camouflage Green,136.1684945,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
2922,Different Bro,Shark Hat,Warm Coat,Normal Eyes,None,Gum,Rose Taupe,135.9334893,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6426,Robo Bro,Shark Hat,None,No Sleep,White Glass,None,Teal Blue,135.4687415,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
820,Bro,Shark Hat,Jedi Robe,Wtf Eyes,None,None,Camouflage Green,132.1126701,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6239,Robo Bro,Shark Hat,Jedi Robe,No Sleep,None,None,Teal Blue,131.8496954,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6182,Robo Bro,Axe On Head,Yellow Raincoat,Demon Eye,None,None,Camouflage Green,131.5793223,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
868,Different Bro,Shark Hat,Red Shirt,Happy Eyes,None,None,Purple Navy,130.9228828,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6205,Robo Bro,Shark Hat,Purple Bomber,Happy Eyes,Nerd,None,Rose Taupe,130.0572527,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
171,Bro,Shark Hat,White Striped Shirt,Sleepy Eyes,None,None,Camouflage Green,129.7604684,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
5914,Robo Bro,Golden Bucket,Yellow Raincoat,Sus Eyes,None,None,Camouflage Green,128.2369738,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
220,Different Bro,Viking Helmet,None,T800,White Glass,Orc Teeth,Rose Taupe,127.8211814,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
3211,Bro,Evil Crown,Red Shirt,Normal Eyes,None,Old Wise Man Mustache,Camouflage Green,127.3660465,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6338,Robo Bro,Golden Bucket,Black Shirt,Wtf Eyes,Thug Life Glass,Gum,Dark Lavender,126.9407277,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
5493,Mummy Bro,Shark Hat,Gray Shirt,T800,None,None,Russian Green,124.8974586,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6289,Robo Bro,Devil Horns,Fur Coat,No Sleep,None,None,Rose Taupe,123.9302328,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5840,Mummy Bro,Viking Helmet,Blue Puffer Jacket,Normal Eyes,None,Cigarette,Camouflage Green,123.679576,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5918,Robo Bro,Evil Crown,Black Shirt,Wtf Eyes,None,Beard,Rose Taupe,123.4087492,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6225,Robo Bro,Devil Horns,Coat,No Sleep,None,None,Middle Green,122.915587,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
905,Different Bro,Devil Horns,Thug Jacket,Small Eyes,None,None,Purple Navy,122.9141047,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
732,Bro,Devil Horns,Winter Soldier,Wtf Eyes,None,None,Middle Green,122.7564424,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6321,Robo Bro,Golden Bucket,Thug Jacket,No Sleep,Gojo Satoru,None,Camouflage Green,122.7017595,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
4227,Different Bro,Evil Crown,Normal Soldier Outfit,Sleepy Eyes,None,Orc Teeth,Rose Taupe,121.8948254,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2383,Bro,Devil Horns,None,Normal Eyes,None,None,Purple Navy,121.8738651,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
775,Bro,Devil Horns,None,Normal Eyes,None,None,Rose Taupe,121.8738651,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
3820,Different Bro,Devil Horns,None,Normal Eyes,None,None,Middle Green,121.8355104,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6165,Robo Bro,Devil Horns,Woolen Shirt,Sleepy Eyes,None,None,Middle Green,121.7462632,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6017,Robo Bro,Safety Helmet,Suit,One Eye,None,Vampire,Russian Green,121.720044,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
300,Bro,Devil Horns,Black Shirt,Happy Eyes,None,None,Purple Navy,121.5809563,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6376,Robo Bro,Devil Horns,None,Sleepy Eyes,None,None,Russian Green,121.5208946,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
20,Ape Bro,Kermit Hat,Pepe Shirt,,None,Pipe,Russian Green,121.3853769,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
33,Ape Bro,Angel Ring,None,,None,None,Rose Taupe,121.2965825,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5331,Mummy Bro,Shark Hat,Coat,No Sleep,None,None,Teal Blue,121.2661998,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5611,Mummy Bro,Shark Hat,Normal Jacket,Wtf Eyes,None,None,Middle Green,121.1924455,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6433,Robo Bro,Golden Bucket,Normal Jacket,No Sleep,Thug Life Glass,None,Rose Taupe,120.4883493,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5586,Mummy Bro,Shark Hat,Gray Shirt,Happy Eyes,None,None,Middle Green,120.3593525,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5455,Mummy Bro,Shark Hat,White Striped Shirt,Small Eyes,None,None,Camouflage Green,120.0770842,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
735,Different Bro,Golden Bucket,Black Shirt,Normal Eyes,Thug Life Glass,Low Beard,Dark Lavender,119.9938637,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2127,Bro,Golden Bucket,Thug Jacket,Small Eyes,None,None,Dark Lavender,119.8237317,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
86,Different Bro,Golden Bucket,Red Shirt,Normal Eyes,Nerd,None,Camouflage Green,119.2457849,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
47,Ape Bro,Headphone,Gray Shirt,,Laser Glass,Beard,Teal Blue,119.2138168,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6296,Robo Bro,Golden Bucket,None,Normal Eyes,None,None,Teal Blue,118.7232575,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2643,Bro,Golden Bucket,Winter Soldier,Normal Eyes,None,None,Purple Navy,118.1918669,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5799,Mummy Bro,Viking Helmet,None,Happy Eyes,None,Gas Mask,Camouflage Green,117.227775,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
489,Bro,Golden Bucket,None,Normal Eyes,None,,Dark Lavender,117.0949094,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
3432,Bro,Viking Helmet,None,T800,Thug Life Glass,None,Purple Navy,116.5268584,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6288,Robo Bro,Viking Helmet,Jedi Robe,T800,None,None,Russian Green,115.9825142,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
23,Ape Bro,None,None,,None,Smile,Teal Blue,115.8024588,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2373,Different Bro,Evil Crown,Gray Shirt,Wtf Eyes,None,None,Middle Green,115.3181095,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
747,Bro,Evil Crown,Grey Zipper Hoodie,Normal Eyes,None,None,Middle Green,114.1774596,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4662,Bro,Evil Crown,Ken's Jacket,Happy Eyes,None,None,Camouflage Green,114.047764,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
3283,Bro,Evil Crown,Normal Soldier Outfit,Normal Eyes,None,None,Purple Navy,114.0281748,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
2129,Bro,Evil Crown,Grey Zipper Hoodie,Wtf Eyes,None,,Purple Navy,113.9630794,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6284,Robo Bro,Evil Crown,Coat,Normal Eyes,None,None,Purple Navy,113.5162414,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4722,Bro,Evil Crown,Tank Top,Normal Eyes,None,None,Camouflage Green,113.3305341,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6428,Robo Bro,Evil Crown,Normal Jacket,Sus Eyes,None,None,Purple Navy,113.2532703,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5662,Mummy Bro,Golden Bucket,Warm Coat,T800,None,None,Camouflage Green,113.0335986,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
199,Different Bro,Viking Helmet,Grey Zipper Hoodie,Wtf Eyes,None,None,Purple Navy,112.9726825,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4659,Bro,Axe On Head,Warm Coat,Wtf Eyes,Flattened,Smile,Rose Taupe,112.8844173,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5575,Mummy Bro,Golden Bucket,Normal Jacket,T800,None,None,Dark Lavender,112.7623048,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6382,Robo Bro,Viking Helmet,None,Wtf Eyes,None,None,Teal Blue,112.4809702,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5899,Robo Bro,Viking Helmet,Fur Coat,Normal Eyes,None,None,Middle Green,111.9286168,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
101,Different Bro,Viking Helmet,None,Happy Eyes,None,Oni Mask,Rose Taupe,111.4103669,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
844,Different Bro,Viking Helmet,Woolen Shirt,Normal Eyes,None,None,Rose Taupe,111.2540163,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
37,Ape Bro,Backwards Cap,None,,Golden Glasses,None,Russian Green,111.222012,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
25,Ape Bro,None,None,,Golden Glasses,Cigarette,Russian Green,110.9098681,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
771,Bro,Axe On Head,Purple Bomber,No Sleep,Golden Glasses,Old Wise Man Mustache,Middle Green,109.6673209,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5336,Mummy Bro,Golden Bucket,Gray Shirt,Happy Eyes,None,None,Purple Navy,108.9215426,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5468,Mummy Bro,Golden Bucket,Tank Top,Happy Eyes,None,None,Rose Taupe,108.3314604,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
19,Ape Bro,New Idea,None,,Laser Glass,None,Teal Blue,107.2667944,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
29,Ape Bro,Purple Bandana,None,,None,Pipe,Rose Taupe,107.1514036,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
40,Ape Bro,None,None,,Nerd,Pipe,Russian Green,106.0709831,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
34,Ape Bro,None,Tank Top,,None,Pipe,Teal Blue,106.0661215,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
35,Ape Bro,New Idea,None,,None,Gum,Teal Blue,104.6531184,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5497,Mummy Bro,Evil Crown,Ken's Jacket,Normal Eyes,None,None,Rose Taupe,104.1620036,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
42,Ape Bro,Fez,None,,None,None,Teal Blue,103.7880089,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
32,Ape Bro,Brown Hat,None,,None,Throwup,Russian Green,103.7674452,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5530,Mummy Bro,Evil Crown,Coat,Happy Eyes,None,None,Dark Lavender,103.4631829,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
41,Ape Bro,Head Band,None,,None,Throwup,Rose Taupe,103.4374222,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
21,Ape Bro,None,None,,Vision Pro,None,Teal Blue,103.4349533,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
6633,Zombie Bro,Axe On Head,None,Small Eyes,Thug Life Glass,Beard,Middle Green,103.2060921,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
24,Ape Bro,None,Warm Coat,,None,Throwup,Russian Green,102.6512548,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
53,Ape Bro,Old Bucket Hat,Black Shirt,,None,Cigarette,Russian Green,101.9579205,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
26,Ape Bro,Headphone,White Striped Shirt,,None,None,Rose Taupe,101.7699772,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
17,Ape Bro,None,None,,None,Cigarette,Russian Green,101.3306541,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5430,Mummy Bro,Viking Helmet,Coat,Normal Eyes,None,None,Middle Green,100.9555016,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5782,Mummy Bro,Viking Helmet,Winter Soldier,Normal Eyes,None,None,Middle Green,100.5333823,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
2905,Bro,Axe On Head,Normal Jacket,Normal Eyes,Vision Pro,None,Camouflage Green,100.0204227,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
48,Ape Bro,Blue Cap,Warm Coat,,Golden Glasses,None,Russian Green,98.46059235,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
38,Ape Bro,None,Roman Kind Robe,,Thug Life Glass,None,Russian Green,98.44210191,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
16,Ape Bro,Flat Top Hairstyle,None,,Laser Glass,None,Teal Blue,97.94224278,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
52,Ape Bro,Old School Helmet,White Striped Shirt,,None,Gum,Rose Taupe,95.56409822,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
36,Ape Bro,Flat Cap,Normal Jacket,,None,Gum,Rose Taupe,95.0957076,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5994,Robo Bro,Axe On Head,None,Happy Eyes,None,Ninja Mask,Rose Taupe,95.08204892,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
28,Ape Bro,Bandana,Pepe Shirt,,None,None,Rose Taupe,94.86693014,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6573,Zombie Bro,Axe On Head,None,No Sleep,Eye Mask,None,Middle Green,94.83792029,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6550,Zombie Bro,Angel Ring,None,No Sleep,Golden Monocle,Cigarette,Middle Green,94.51508506,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6654,Zombie Bro,Axe On Head,Tank Top,Normal Eyes,None,Low Beard,Purple Navy,93.8303729,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6555,Zombie Bro,Axe On Head,White Striped Shirt,Happy Eyes,None,None,Rose Taupe,93.51407231,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
500,Different Bro,None,Swat Armour,Normal Eyes,Thug Life Glass,Smile,Dark Lavender,90.04651993,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
22,Ape Bro,None,Dutch White Robe,,None,None,Russian Green,89.97458751,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
18,Ape Bro,Head Band,Grey Zipper Hoodie,,None,None,Russian Green,89.83298573,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
49,Ape Bro,None,Thug Jacket,,None,None,Rose Taupe,89.82605734,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
5217,Mummy Bro,Axe On Head,Gray Shirt,T800,None,Mask,Dark Lavender,89.74277202,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
44,Ape Bro,Red Beanie,None,,None,None,Russian Green,89.74121973,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
1007,Bro,Axe On Head,White Striped Shirt,Small Eyes,White Glass,None,Middle Green,89.73221487,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
55,Ape Bro,None,White Striped Shirt,,Thug Life Glass,None,Teal Blue,89.63828841,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
46,Ape Bro,None,Red Shirt,,None,None,Rose Taupe,89.58621707,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
54,Ape Bro,Head Band,Gray Shirt,,None,None,Teal Blue,89.57614242,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
27,Ape Bro,Blue Cap,None,,None,None,Teal Blue,89.05608494,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
43,Ape Bro,Arabian Robe,None,,None,None,Teal Blue,88.7343801,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
51,Ape Bro,None,Black Shirt,,None,None,Russian Green,88.51501812,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
