ID,Bro Type,Headwear,Clothes,Eyes,Eyewear,Mouth Items,Background,DI Score,Round,,High End ,,Low tier ,High Tier,Low multiple,High multiple,Display Tier,Display Multiple,,P (Min Score),Q (Ttier),R (Multiple)
5855,Mummy Bro,Ironman Helmet,Normal Soldier Outfit,Happy Eyes,None,None,Purple Navy,161.1860828,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5316,Mummy Bro,Spartan Helmet,Coat,Small Eyes,None,None,Camouflage Green,158.9984786,160,96,224,,2,1,10,30,1-2,10x - 30x,,,,
5798,Mummy Bro,Evil Crown,Swat Armour,No Sleep,None,None,Teal Blue,150.9797869,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
5893,Robo Bro,Golden Bucket,Golden Jacket,Sus Eyes,Golden Monocle,None,Middle Green,149.9577041,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
50,Ape Bro,Angel Ring,None,,None,Smile,Russian Green,146.8493566,150,90,210,,2,1,10,30,1-2,10x - 30x,,,,
3330,Bro,Evil Crown,Black Shirt,Small Eyes,None,Vampire,Camouflage Green,145.1583275,150,84,196,,3,2,5,10,2-3,5x - 10x,,,,
260,Bro,Shark Hat,Tank Top,Normal Eyes,None,Cigarette,Dark Lavender,140.8538569,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6342,Robo Bro,Shark Hat,Yellow Running Jacket,Sleepy Eyes,None,None,Middle Green,136.5934071,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6062,Robo Bro,Viking Helmet,Warm Coat,One Eye,None,None,Middle Green,137.4080614,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
6368,Robo Bro,Axe On Head,Swat Armour,Normal Eyes,Dbz Glass,Low Beard,Camouflage Green,135.1767155,140,84,196,,3,2,5,10,2-3,5x - 10x,,,,
2922,Different Bro,Shark Hat,Warm Coat,Normal Eyes,None,Gum,Rose Taupe,134.2202975,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6426,Robo Bro,Shark Hat,None,No Sleep,White Glass,None,Teal Blue,133.8131357,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
820,Bro,Shark Hat,Jedi Robe,Wtf Eyes,None,None,Camouflage Green,130.4537229,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6239,Robo Bro,Shark Hat,Jedi Robe,No Sleep,None,None,Teal Blue,130.1940896,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6182,Robo Bro,Axe On Head,Yellow Raincoat,Demon Eye,None,None,Camouflage Green,130.5875433,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
868,Different Bro,Shark Hat,Red Shirt,Happy Eyes,None,None,Purple Navy,129.2851466,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6205,Robo Bro,Shark Hat,Purple Bomber,Happy Eyes,Nerd,None,Rose Taupe,128.4195165,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
171,Bro,Shark Hat,White Striped Shirt,Sleepy Eyes,None,None,Camouflage Green,128.1528004,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
5914,Robo Bro,Golden Bucket,Yellow Raincoat,Sus Eyes,None,None,Camouflage Green,128.168889,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
220,Different Bro,Viking Helmet,None,T800,White Glass,Orc Teeth,Rose Taupe,127.8211814,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
3211,Bro,Evil Crown,Red Shirt,Normal Eyes,None,Old Wise Man Mustache,Camouflage Green,127.1654428,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
6338,Robo Bro,Golden Bucket,Black Shirt,Wtf Eyes,Thug Life Glass,Gum,Dark Lavender,126.7484015,130,78,182,,3,2,5,10,2-3,5x - 10x,,,,
5493,Mummy Bro,Shark Hat,Gray Shirt,T800,None,None,Russian Green,123.2897905,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6289,Robo Bro,Devil Horns,Fur Coat,No Sleep,None,None,Rose Taupe,123.8822951,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5840,Mummy Bro,Viking Helmet,Blue Puffer Jacket,Normal Eyes,None,Cigarette,Camouflage Green,123.679576,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5918,Robo Bro,Evil Crown,Black Shirt,Wtf Eyes,None,Beard,Rose Taupe,123.3574701,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6225,Robo Bro,Devil Horns,Coat,No Sleep,None,None,Middle Green,122.8676493,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
905,Different Bro,Devil Horns,Thug Jacket,Small Eyes,None,None,Purple Navy,122.9141047,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
732,Bro,Devil Horns,Winter Soldier,Wtf Eyes,None,None,Middle Green,122.7051633,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6321,Robo Bro,Golden Bucket,Thug Jacket,No Sleep,Gojo Satoru,None,Camouflage Green,122.6178352,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
4227,Different Bro,Evil Crown,Normal Soldier Outfit,Sleepy Eyes,None,Orc Teeth,Rose Taupe,121.8948254,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2383,Bro,Devil Horns,None,Normal Eyes,None,None,Purple Navy,121.8738651,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
775,Bro,Devil Horns,None,Normal Eyes,None,None,Rose Taupe,121.8738651,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
3820,Different Bro,Devil Horns,None,Normal Eyes,None,None,Middle Green,121.8355104,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6165,Robo Bro,Devil Horns,Woolen Shirt,Sleepy Eyes,None,None,Middle Green,121.7462632,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6017,Robo Bro,Safety Helmet,Suit,One Eye,None,Vampire,Russian Green,121.4102515,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
300,Bro,Devil Horns,Black Shirt,Happy Eyes,None,None,Purple Navy,121.5508882,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6376,Robo Bro,Devil Horns,None,Sleepy Eyes,None,None,Russian Green,121.5208946,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
20,Ape Bro,Kermit Hat,Pepe Shirt,,None,Pipe,Russian Green,120.2473423,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
33,Ape Bro,Angel Ring,None,,None,None,Rose Taupe,120.1585479,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5331,Mummy Bro,Shark Hat,Coat,No Sleep,None,None,Teal Blue,119.610594,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5611,Mummy Bro,Shark Hat,Normal Jacket,Wtf Eyes,None,None,Middle Green,119.5334983,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6433,Robo Bro,Golden Bucket,Normal Jacket,No Sleep,Thug Life Glass,None,Rose Taupe,120.4048883,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5586,Mummy Bro,Shark Hat,Gray Shirt,Happy Eyes,None,None,Middle Green,118.7216163,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5455,Mummy Bro,Shark Hat,White Striped Shirt,Small Eyes,None,None,Camouflage Green,118.4694162,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
735,Different Bro,Golden Bucket,Black Shirt,Normal Eyes,Thug Life Glass,Low Beard,Dark Lavender,119.9583403,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2127,Bro,Golden Bucket,Thug Jacket,Small Eyes,None,None,Dark Lavender,119.7877451,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
86,Different Bro,Golden Bucket,Red Shirt,Normal Eyes,Nerd,None,Camouflage Green,119.2097982,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
47,Ape Bro,Headphone,Gray Shirt,,Laser Glass,Beard,Teal Blue,118.0757822,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6296,Robo Bro,Golden Bucket,None,Normal Eyes,None,None,Teal Blue,118.6872708,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
2643,Bro,Golden Bucket,Winter Soldier,Normal Eyes,None,None,Purple Navy,118.1558803,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
5799,Mummy Bro,Viking Helmet,None,Happy Eyes,None,Gas Mask,Camouflage Green,117.1977069,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
489,Bro,Golden Bucket,None,Normal Eyes,None,,Dark Lavender,117.0589228,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
3432,Bro,Viking Helmet,None,T800,Thug Life Glass,None,Purple Navy,116.5273217,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
6288,Robo Bro,Viking Helmet,Jedi Robe,T800,None,None,Russian Green,115.9825142,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
23,Ape Bro,None,None,,None,Smile,Teal Blue,114.266112,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
2373,Different Bro,Evil Crown,Gray Shirt,Wtf Eyes,None,None,Middle Green,115.2668304,120,72,168,,3,2,5,10,2-3,5x - 10x,,,,
747,Bro,Evil Crown,Grey Zipper Hoodie,Normal Eyes,None,None,Middle Green,114.1774596,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4662,Bro,Evil Crown,Ken's Jacket,Happy Eyes,None,None,Camouflage Green,114.0176959,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
3283,Bro,Evil Crown,Normal Soldier Outfit,Normal Eyes,None,None,Purple Navy,114.0281748,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
2129,Bro,Evil Crown,Grey Zipper Hoodie,Wtf Eyes,None,,Purple Navy,113.9118003,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6284,Robo Bro,Evil Crown,Coat,Normal Eyes,None,None,Purple Navy,113.5162414,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4722,Bro,Evil Crown,Tank Top,Normal Eyes,None,None,Camouflage Green,113.3305341,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6428,Robo Bro,Evil Crown,Normal Jacket,Sus Eyes,None,None,Purple Navy,113.2211722,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5662,Mummy Bro,Golden Bucket,Warm Coat,T800,None,None,Camouflage Green,112.9976119,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
199,Different Bro,Viking Helmet,Grey Zipper Hoodie,Wtf Eyes,None,None,Purple Navy,112.9214033,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
4659,Bro,Axe On Head,Warm Coat,Wtf Eyes,Flattened,Smile,Rose Taupe,111.443047,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5575,Mummy Bro,Golden Bucket,Normal Jacket,T800,None,None,Dark Lavender,112.7263181,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
6382,Robo Bro,Viking Helmet,None,Wtf Eyes,None,None,Teal Blue,112.4296911,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5899,Robo Bro,Viking Helmet,Fur Coat,Normal Eyes,None,None,Middle Green,111.9286168,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
101,Different Bro,Viking Helmet,None,Happy Eyes,None,Oni Mask,Rose Taupe,111.3802988,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
844,Different Bro,Viking Helmet,Woolen Shirt,Normal Eyes,None,None,Rose Taupe,111.2540163,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
37,Ape Bro,Backwards Cap,None,,Golden Glasses,None,Russian Green,110.0839773,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
25,Ape Bro,None,None,,Golden Glasses,Cigarette,Russian Green,109.7718334,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
771,Bro,Axe On Head,Purple Bomber,No Sleep,Golden Glasses,Old Wise Man Mustache,Middle Green,108.4270005,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5336,Mummy Bro,Golden Bucket,Gray Shirt,Happy Eyes,None,None,Purple Navy,108.8554879,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
5468,Mummy Bro,Golden Bucket,Tank Top,Happy Eyes,None,None,Rose Taupe,108.2654056,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
19,Ape Bro,New Idea,None,,Laser Glass,None,Teal Blue,105.9923697,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
29,Ape Bro,Purple Bandana,None,,None,Pipe,Rose Taupe,106.0133689,110,66,154,,3,2,5,10,2-3,5x - 10x,,,,
40,Ape Bro,None,None,,Nerd,Pipe,Russian Green,104.9329485,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
34,Ape Bro,None,Tank Top,,None,Pipe,Teal Blue,104.9280869,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
35,Ape Bro,New Idea,None,,None,Gum,Teal Blue,103.27317,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5497,Mummy Bro,Evil Crown,Ken's Jacket,Normal Eyes,None,None,Rose Taupe,104.1620036,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
42,Ape Bro,Fez,None,,None,None,Teal Blue,102.6499743,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
32,Ape Bro,Brown Hat,None,,None,Throwup,Russian Green,102.4109458,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5530,Mummy Bro,Evil Crown,Coat,Happy Eyes,None,None,Dark Lavender,103.4331148,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
41,Ape Bro,Head Band,None,,None,Throwup,Rose Taupe,102.0809228,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
21,Ape Bro,None,None,,Vision Pro,None,Teal Blue,102.2969187,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
6633,Zombie Bro,Axe On Head,None,Small Eyes,Thug Life Glass,Beard,Middle Green,102.2147764,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
24,Ape Bro,None,Warm Coat,,None,Throwup,Russian Green,101.2947554,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
53,Ape Bro,Old Bucket Hat,Black Shirt,,None,Cigarette,Russian Green,100.8198859,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
26,Ape Bro,Headphone,White Striped Shirt,,None,None,Rose Taupe,100.6319425,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
17,Ape Bro,None,None,,None,Cigarette,Russian Green,100.1926195,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5430,Mummy Bro,Viking Helmet,Coat,Normal Eyes,None,None,Middle Green,100.9555016,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
5782,Mummy Bro,Viking Helmet,Winter Soldier,Normal Eyes,None,None,Middle Green,100.5333823,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
2905,Bro,Axe On Head,Normal Jacket,Normal Eyes,Vision Pro,None,Camouflage Green,99.0286437,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
48,Ape Bro,Blue Cap,Warm Coat,,Golden Glasses,None,Russian Green,97.32255771,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
38,Ape Bro,None,Roman Kind Robe,,Thug Life Glass,None,Russian Green,97.30453056,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
16,Ape Bro,Flat Top Hairstyle,None,,Laser Glass,None,Teal Blue,96.80420815,100,60,140,,3,2,5,10,2-3,5x - 10x,,,,
52,Ape Bro,Old School Helmet,White Striped Shirt,,None,Gum,Rose Taupe,94.32053993,90,54,126,,4,2,2,10,2-4,2x - 10x,,,,
36,Ape Bro,Flat Cap,Normal Jacket,,None,Gum,Rose Taupe,93.85214931,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
5994,Robo Bro,Axe On Head,None,Happy Eyes,None,Ninja Mask,Rose Taupe,94.06020178,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
28,Ape Bro,Bandana,Pepe Shirt,,None,None,Rose Taupe,93.7288955,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6573,Zombie Bro,Axe On Head,None,No Sleep,Eye Mask,None,Middle Green,93.79820355,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6550,Zombie Bro,Angel Ring,None,No Sleep,Golden Monocle,Cigarette,Middle Green,94.46714735,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6654,Zombie Bro,Axe On Head,Tank Top,Normal Eyes,None,Low Beard,Purple Navy,92.83859387,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
6555,Zombie Bro,Axe On Head,White Striped Shirt,Happy Eyes,None,None,Rose Taupe,92.49222517,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
500,Different Bro,None,Swat Armour,Normal Eyes,Thug Life Glass,Smile,Dark Lavender,89.6486711,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
22,Ape Bro,None,Dutch White Robe,,None,None,Russian Green,88.83655288,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
18,Ape Bro,Head Band,Grey Zipper Hoodie,,None,None,Russian Green,88.6949511,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
49,Ape Bro,None,Thug Jacket,,None,None,Rose Taupe,88.68802271,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
5217,Mummy Bro,Axe On Head,Gray Shirt,T800,None,Mask,Dark Lavender,88.75099299,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
44,Ape Bro,Red Beanie,None,,None,None,Russian Green,88.6031851,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
1007,Bro,Axe On Head,White Striped Shirt,Small Eyes,White Glass,None,Middle Green,88.74043584,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
55,Ape Bro,None,White Striped Shirt,,Thug Life Glass,None,Teal Blue,88.50071707,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
46,Ape Bro,None,Red Shirt,,None,None,Rose Taupe,88.44818244,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
54,Ape Bro,Head Band,Gray Shirt,,None,None,Teal Blue,88.43810779,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
27,Ape Bro,Blue Cap,None,,None,None,Teal Blue,87.91805031,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
43,Ape Bro,Arabian Robe,None,,None,None,Teal Blue,87.59634546,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
51,Ape Bro,None,Black Shirt,,None,None,Russian Green,87.37698349,90,60,126,,3,2,5,10,2-3,5x - 10x,,,,
